,source_data,source_location_of_data,source_comments_from_Tang_validation,data_cross_check_complete,UCYN_A_qPCR_assays_used,methods_sampling_analysis,time,lat,lon,depth,UCYN_A1_nifH_gene,UCYN_A2_A3_A4_nifH_gene,total_UCYN_A__nifH_gene,UCYN_B_nifH_gene,UCYN_C_nifH_gene,trichodesmium_nifH_gene,richelia_nifH_gene,calothrix_nifH_gene,richelia_associated_species,calothrix_associated_species,notes
628,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-12-06 00:00:00,-22.216667,166.366667,3.0,1,24.3,25.300000000000004,,,,,,,,
629,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-01-31 00:00:00,-22.216667,166.366667,3.0,1,1.0,2.0,,,,,,,,
630,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-02-28 00:00:00,-22.216667,166.366667,3.0,1,39.2,40.20000000000001,,,,,,,,
631,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-03-27 00:00:00,-22.216667,166.366667,3.0,35.7,35.7,71.4,,,,,,,,
632,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-05-02 00:00:00,-22.216667,166.366667,3.0,1,1.0,2.0,,,,,,,,
633,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-06-12 00:00:00,-22.216667,166.366667,3.0,2200,21.6,2221.6,,,,,,,,
634,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-08-13 00:00:00,-22.216667,166.366667,3.0,9970,1470.0,11440.000000000002,,,,,,,,
635,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-09-03 00:00:00,-22.216667,166.366667,3.0,31400,13400.0,44800.0,,,,,,,,
636,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-10-25 00:00:00,-22.216667,166.366667,3.0,1,432.0,433.0,,,,,,,,
637,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-11-25 00:00:00,-22.216667,166.366667,3.0,199,22.7,221.70000000000002,,,,,,,,
638,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-12-17 00:00:00,-22.216667,166.366667,3.0,40.3,40.3,80.6,,,,,,,,
639,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-01-22 00:00:00,-22.216667,166.366667,3.0,35.7,35.7,71.4,,,,,,,,
640,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-02-22 00:00:00,-22.216667,166.366667,3.0,1,30.3,31.3,,,,,,,,
641,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-04-03 00:00:00,-22.216667,166.366667,3.0,1,419.0,420.0,,,,,,,,
642,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-07-04 00:00:00,-22.333333,166.25,3.0,51600,709.0,52309.00000000001,,,,,,,,
643,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-08-03 00:00:00,-22.333333,166.25,3.0,63600,1050.0,64650.00000000001,,,,,,,,
644,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-10-02 00:00:00,-22.333333,166.25,3.0,571000,8470.0,579470.0,,,,,,,,
645,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-11-27 00:00:00,-22.333333,166.25,3.0,49600,1870.0,51470.0,,,,,,,,
646,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-12-06 00:00:00,-22.333333,166.25,3.0,224000,1830.0,225830.0,,,,,,,,
647,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-01-31 00:00:00,-22.333333,166.25,3.0,504,23.3,527.3,,,,,,,,
648,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-02-28 00:00:00,-22.333333,166.25,3.0,10600,22.2,10622.199999999999,,,,,,,,
649,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-03-27 00:00:00,-22.333333,166.25,3.0,1,1.0,2.0,,,,,,,,
650,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-05-02 00:00:00,-22.333333,166.25,3.0,411,25.0,436.0,,,,,,,,
651,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-06-12 00:00:00,-22.333333,166.25,3.0,126000,1260.0,127260.0,,,,,,,,
652,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-08-13 00:00:00,-22.333333,166.25,3.0,212000,2250.0,214250.0,,,,,,,,
653,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-09-03 00:00:00,-22.333333,166.25,3.0,436000,8130.000000000001,444130.0,,,,,,,,
654,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-10-25 00:00:00,-22.333333,166.25,3.0,4460,21.3,4481.3,,,,,,,,
655,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-11-25 00:00:00,-22.333333,166.25,3.0,4670,21.7,4691.7,,,,,,,,
656,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-12-17 00:00:00,-22.333333,166.25,3.0,405,484.0,889.0,,,,,,,,
657,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-01-22 00:00:00,-22.333333,166.25,3.0,6440,956.0,7396.000000000001,,,,,,,,
658,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-02-22 00:00:00,-22.333333,166.25,3.0,2600,13100.0,15700.0,,,,,,,,
659,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-04-03 00:00:00,-22.333333,166.25,3.0,124000,1120.0,125120.0,,,,,,,,
660,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-07-04 00:00:00,-22.316667,166.283333,3.0,50600,1230.0,51830.0,,,,,,,,
661,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-08-03 00:00:00,-22.316667,166.283333,3.0,1,16.7,17.7,,,,,,,,
662,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-10-02 00:00:00,-22.316667,166.283333,3.0,1860,1110.0,2970.0,,,,,,,,
663,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-11-27 00:00:00,-22.316667,166.283333,3.0,117000,407.0,117407.0,,,,,,,,
664,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-12-06 00:00:00,-22.316667,166.283333,3.0,4830,22.7,4852.700000000001,,,,,,,,
665,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-01-31 00:00:00,-22.316667,166.283333,3.0,21.7,976.0,997.7,,,,,,,,
666,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-02-28 00:00:00,-22.316667,166.283333,3.0,22.7,201.0,223.70000000000002,,,,,,,,
667,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-03-27 00:00:00,-22.316667,166.283333,3.0,1,22.3,23.3,,,,,,,,
668,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-05-02 00:00:00,-22.316667,166.283333,3.0,23.3,23.3,46.6,,,,,,,,
669,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-06-12 00:00:00,-22.316667,166.283333,3.0,304,1.0,305.0,,,,,,,,
670,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-08-13 00:00:00,-22.316667,166.283333,3.0,133000,2020.0,135020.0,,,,,,,,
671,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-09-03 00:00:00,-22.316667,166.283333,3.0,374000,5710.0,379710.0,,,,,,,,
672,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-10-25 00:00:00,-22.316667,166.283333,3.0,4440,21.3,4461.3,,,,,,,,
673,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-11-25 00:00:00,-22.316667,166.283333,3.0,2510,21.3,2531.2999999999997,,,,,,,,
674,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-12-17 00:00:00,-22.316667,166.283333,3.0,1,25.0,26.000000000000004,,,,,,,,
675,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-02-22 00:00:00,-22.316667,166.283333,3.0,1040,3630.0,4670.0,,,,,,,,
676,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-04-03 00:00:00,-22.316667,166.283333,3.0,1,1120.0,1121.0,,,,,,,,
677,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-07-04 00:00:00,-22.233333,166.316667,3.0,1330,474.0,1804.0,,,,,,,,
678,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-08-03 00:00:00,-22.233333,166.316667,3.0,1,16.7,17.7,,,,,,,,
679,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-10-02 00:00:00,-22.233333,166.316667,3.0,8750,12400.0,21150.0,,,,,,,,
680,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-11-27 00:00:00,-22.233333,166.316667,3.0,10900,2320.0,13220.0,,,,,,,,
681,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-12-06 00:00:00,-22.233333,166.316667,3.0,109000,1330.0,110330.0,,,,,,,,
682,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-01-31 00:00:00,-22.233333,166.316667,3.0,1,31.3,32.300000000000004,,,,,,,,
683,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-02-28 00:00:00,-22.233333,166.316667,3.0,1,35.1,36.1,,,,,,,,
684,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-03-27 00:00:00,-22.233333,166.316667,3.0,766,44.8,810.8,,,,,,,,
685,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-05-02 00:00:00,-22.233333,166.316667,3.0,1,1.0,2.0,,,,,,,,
686,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-06-12 00:00:00,-22.233333,166.316667,3.0,7410,22.2,7432.2,,,,,,,,
687,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-08-13 00:00:00,-22.233333,166.316667,3.0,81700,7010.0,88710.00000000001,,,,,,,,
688,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-09-03 00:00:00,-22.233333,166.316667,3.0,48400,2500.0,50900.0,,,,,,,,
689,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-10-25 00:00:00,-22.233333,166.316667,3.0,234,307.0,541.0,,,,,,,,
690,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-11-25 00:00:00,-22.233333,166.316667,3.0,1920,21.7,1941.7,,,,,,,,
691,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2013-12-17 00:00:00,-22.233333,166.316667,3.0,26.6,26.6,53.2,,,,,,,,
692,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-01-22 00:00:00,-22.233333,166.316667,3.0,335,27.0,362.00000000000006,,,,,,,,
693,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-02-22 00:00:00,-22.233333,166.316667,3.0,1,32.1,33.1,,,,,,,,
694,"Henke et al., 2018. Frontiers in Microbiology",data shown in Supplementary Table 1 and 3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2014-04-03 00:00:00,-22.233333,166.316667,3.0,1,600.0,601.0,,,,,,,,
695,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/23/13,0.0,-170.0,0.0,0,,,0.0,0.0,0.0,0.0,,,,
696,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/23/13,0.0,-170.0,23.0,0,,,0.0,0.0,0.0,0.0,,,,
697,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/23/13,0.0,-170.0,39.0,0,,,0.0,0.0,0.0,0.0,,,,
698,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/23/13,0.0,-170.0,70.0,0,,,0.0,0.0,0.0,0.0,,,,
699,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/23/13,0.0,-170.0,104.0,0,,,0.0,0.0,0.0,0.0,,,,
700,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/26/13,-10.0,-170.0,0.0,0,,,0.0,0.0,0.0,0.0,,,,
701,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/26/13,-10.0,-170.0,25.0,0,,,0.0,0.0,0.0,0.0,,,,
702,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/26/13,-10.0,-170.0,51.0,0,,,0.0,0.0,3981.071705534977,0.0,,,,
703,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/26/13,-10.0,-170.0,108.0,0,,,0.0,0.0,0.0,0.0,,,,
704,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,12/26/13,-10.0,-170.0,158.0,0,,,0.0,0.0,1258.925411794168,0.0,,,,
705,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/02/14,-15.0,-170.0,0.0,0,,,0.0,0.0,0.0,0.0,,,,
706,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/02/14,-15.0,-170.0,25.0,0,,,0.0,0.0,0.0,0.0,,,,
707,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/02/14,-15.0,-170.0,50.0,0,,,0.0,0.0,0.0,0.0,,,,
708,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/02/14,-15.0,-170.0,117.0,0,,,0.0,0.0,0.0,0.0,,,,
709,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/02/14,-15.0,-170.0,175.0,0,,,0.0,0.0,0.0,0.0,,,,
710,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/04/14,-20.0,-170.0,0.0,0,,,79432.82347242824,0.0,10000.0,0.0,,,,
711,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/04/14,-20.0,-170.0,27.0,12589.254117941671,,,25118.86431509586,0.0,12589.254117941671,278.95905496931624,,,,
712,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/04/14,-20.0,-170.0,54.0,100000,,,19952.62314968879,0.0,12589.254117941671,251.18864315095806,,,,
713,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/04/14,-20.0,-170.0,114.0,630.9573444801932,,,2511.886431509581,0.0,1584.8931924611156,0.0,,,,
714,Shiozaki et al. 2018. GBC.,data shown in Data Set S1,,Y,Shiozaki 2014 (A1),qPCR,01/04/14,-20.0,-170.0,168.0,0,,,1000.0,0.0,0.0,0.0,,,,
